,Unnamed: 0,corpus,corpus_path,extracted_filename,phone,pred_phone,next_phone,start_time,end_time,duration,word,pred_word,next_word,is_word_onset,speaker,gender,f1,f2,deltaFormant,norm_f1,norm_f2,norm_deltaFormant,norm_duration,label,norm_duration_fix
24,24,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/si1406,dr1_fdaw0_answer_ae_14047.wav,AE,q,n,0.8779375,1.010625,0.1326875,answer,,they,True,fdaw0,f,655.0,2210.0,1555.0,-0.428013307079578,2.012265221950328,1.7808702562602778,0.2408345376941585,1,0.09022053845484482
25,25,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/si1406,dr1_fdaw0_set_eh_26710.wav,eh,s,q,1.669375,1.7268125,0.0574375,set,they,the,False,fdaw0,f,637.0,1760.0,1123.0,-0.6517475357802667,-0.4105994880526851,-0.1039536536462114,-1.2595456687910238,0,-0.47184631213943234
26,26,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/si2036,dr1_fdaw0_as_ae_3841.wav,AE,,z,0.2400625,0.3486875,0.1086249999999999,as,,his,True,fdaw0,f,723.0,1760.0,1037.0,0.4172048902341347,-0.4105994880526851,-0.4791732283035217,-0.2389382027516863,1,-0.08951014051425604
27,27,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/si2036,dr1_fdaw0_felt_eh_27086.wav,eh,f,l,1.692875,1.7545625,0.0616875000000001,felt,he,ashamed,False,fdaw0,f,677.0,1476.0,799.0,-0.1545603608898474,-1.9396963272545864,-1.5175715860760783,-1.1748065873616265,0,-0.4401016727370971
28,28,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/si2036,dr1_fdaw0_panic_ae_44192.wav,AE,p,n,2.762,2.8886875,0.1266875,panic,the,and,False,fdaw0,f,667.0,2063.0,1396.0,-0.2788571546124522,1.220796083349344,1.0871503449752506,0.1212028933232469,1,0.04540457694566655
29,29,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/si2036,dr1_fdaw0_stand_ae_69187.wav,AE,t,n,4.3241875,4.5499375,0.2257500000000005,stand,a,,False,fdaw0,f,600.0,2344.0,1744.0,-1.1116456725539046,2.733740491151225,2.605480716844367,2.0963711884054934,1,0.7853347747794982
30,30,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/sx146,dr1_fdaw0_programs_ae_18381.wav,AE,r,m,1.1488125,1.273875,0.1250625,programs,cyclical,,False,fdaw0,f,678.0,1718.0,1040.0,-0.1421306815175869,-0.6367335276529663,-0.4660841733736156,0.0888026563061253,1,0.03326692070359755
31,31,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/sx146,dr1_fdaw0_never_eh_26115.wav,eh,n,v,1.6321875,1.733625,0.1014375,never,will,compile,False,fdaw0,f,713.0,1755.0,1042.0,0.2929080965115299,-0.4375202070527185,-0.4573581367536781,-0.3822469434043387,0,-0.1431959277387917
32,32,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/sx326,dr1_fdaw0_collects_eh_11446.wav,eh,l,kcl,0.715375,0.8425,0.127125,collects,steve,rare,False,fdaw0,f,688.0,1763.0,1075.0,-0.0178338877949821,-0.394447056652665,-0.3133785325247102,0.1299260340586255,0,0.04867240747237732
33,33,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/sx326,dr1_fdaw0_rare_eh_17153.wav,eh,r,r,1.0720625,1.22,0.1479375,rare,collects,and,False,fdaw0,f,608.0,1860.0,1252.0,-1.0122082375758208,0.1278148919479845,0.4588757083397541,0.5448983004702249,0,0.20412777395733936
34,34,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/sx416,dr1_fdaw0_rarely_eh_23770.wav,eh,r,r,1.485625,1.57375,0.088125,rarely,outage,,False,fdaw0,f,612.0,1765.0,1153.0,-0.9624895200867788,-0.3836787690526516,0.0269368956528503,-0.6476796543522998,0,-0.24263134233728134
35,35,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/sx56,dr1_fdaw0_academic_ae_2917.wav,AE,q,kcl,0.1823125,0.2775,0.0951875,academic,,aptitude,False,fdaw0,f,760.0,1808.0,1048.0,0.8771030270077725,-0.1521605856523636,-0.4311800268938658,-0.5068632396240389,1,-0.1898792209775193
36,36,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/sx56,dr1_fdaw0_academic_eh_7988.wav,eh,d,m,0.49925,0.615875,0.1166249999999999,academic,,aptitude,False,fdaw0,f,747.0,1822.0,1075.0,0.7155171951683863,-0.0767825724522699,-0.3133785325247102,-0.0794293435904719,0,-0.02975552516868542
37,37,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/sx56,dr1_fdaw0_aptitude_ae_14074.wav,AE,q,pcl,0.879625,0.9725,0.092875,aptitude,academic,guarantees,False,fdaw0,f,778.0,1737.0,959.0,1.1008372557084614,-0.5344347954528391,-0.8194886564810824,-0.5529712692253276,1,-0.20715203947584834
38,38,TIMIT,timit/TIMIT_ORIG/train/dr1/fdaw0/sx56,dr1_fdaw0_guarantees_eh_25350.wav,eh,g,axr,1.584375,1.6788125,0.0944374999999999,guarantees,aptitude,your,False,fdaw0,f,566.0,2064.0,1498.0,-1.534254771210761,1.2261802271493505,1.5321782125920604,-0.5218171951704045,0,-0.19548121616616718
39,39,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/sa1,dr1_fdml0_had_ae_6725.wav,AE,hv,dcl,0.4203125,0.5301875,0.109875,had,she,your,False,fdml0,f,716.0,2036.0,1320.0,-0.2253510966863146,0.3645710405156763,0.368251251719125,-0.7363584563302701,1,-0.27585186519328153
40,40,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/sa2,dr1_fdml0_dont_ae_5000.wav,AE,n,s,0.3125,0.4275,0.1149999999999999,don't,,ask,True,fdml0,f,802.0,1868.0,1066.0,1.2061405288551603,-0.2961950611326537,-0.512245224150933,-0.6009040793763344,1,-0.22510845047438005
41,41,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/sa2,dr1_fdml0_carry_ae_13400.wav,AE,k,r,0.8375,0.9425,0.1049999999999999,carry,to,an,False,fdml0,f,700.0,1899.0,1199.0,-0.4916751200428682,-0.1742679828523071,-0.0511978568646428,-0.8652053027010906,1,-0.3241199913893112
42,42,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/sa2,dr1_fdml0_rag_ae_25608.wav,AE,r,gcl,1.6005,1.7775,0.177,rag,oily,like,False,fdml0,f,765.0,1838.0,1073.0,0.5902662248431305,-0.4141890078555698,-0.4879795732411282,1.0377635052371537,1,0.3887631031981927
43,43,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/sa2,dr1_fdml0_that_ae_33720.wav,AE,dh,q,2.1075,2.2858125,0.1783125000000001,that,like,,False,fdml0,f,809.0,1776.0,967.0,1.3226572890736528,-0.6580431644162631,-0.8554308584467429,1.072453040798529,1,0.40175836794327785
44,44,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/si1149,dr1_fdml0_reaction_ae_15373.wav,AE,iy,kcl,0.9608125,1.08475,0.1239375000000001,reaction,of,is,False,fdml0,f,740.0,1902.0,1162.0,0.1741349383485156,-0.1624685881800155,-0.1794591545307536,-0.3646848610298298,1,-0.13661688578165898
45,45,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/si1149,dr1_fdml0_vanishing_ae_49129.wav,AE,v,nx,3.0705625,3.2089375,0.1383750000000003,vanishing,is,,False,fdml0,f,742.0,2368.0,1626.0,0.2074254412680848,1.6703707175826146,1.4290068486334466,0.0169000301452922,1,0.006331026414274774
46,46,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/si1779,dr1_fdml0_tan_ae_17080.wav,AE,t,n,1.0675,1.2925,0.2250000000000001,tan,pink,or,False,fdml0,f,653.0,2446.0,1793.0,-1.274001938652744,1.9771549790621965,2.007915948910217,2.3064093771959837,1,0.8640184995898621
47,47,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/si2075,dr1_fdml0_forget_eh_7560.wav,eh,gcl,q,0.4725,0.6318125,0.1593125,forget,now,all,False,fdml0,f,675.0,1987.0,1312.0,-0.9078064065374832,0.17184759420158,0.3405190792507767,0.5702807164814911,0,0.2136364402049083
48,48,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/sx249,dr1_fdml0_ate_eh_6391.wav,eh,q,v,0.3994375,0.48775,0.0883125,ate,i,every,True,fdml0,f,607.0,2051.0,1444.0,-2.039683505802836,0.4235680138771344,0.7980999249785233,-1.3062579691242762,0,-0.48934550029110196
49,49,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/sx339,dr1_fdml0_catch_ae_11446.wav,AE,k,tcl,0.715375,0.8525,0.137125,catch,shawn,that,False,fdml0,f,794.0,1874.0,1080.0,1.0729785171768838,-0.2725962717880705,-0.4637139223313234,-0.0161376227703103,1,-0.006045416200094601
50,50,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/sx339,dr1_fdml0_help_eh_35960.wav,eh,hh,l,2.2475,2.3608125,0.1133125000000001,help,without,,False,fdml0,f,762.0,1461.0,699.0,0.5403304704637767,-1.896979605006882,-1.7844586361364103,-0.6455049108123828,0,-0.24181664800377312
51,51,TIMIT,timit/TIMIT_ORIG/train/dr1/fdml0/sx69,dr1_fdml0_steps_eh_33000.wav,eh,t,pcl,2.0625,2.1825,0.1200000000000001,steps,porch,,False,fdml0,f,719.0,1757.0,1038.0,-0.1754153423069608,-0.7327726640074433,-0.6093078277901519,-0.4687534677139534,0,-0.1756026800169134
52,52,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sa1,dr1_fecd0_had_ae_7686.wav,AE,hv,dcl,0.480375,0.6475,0.1671249999999999,had,she,your,False,fecd0,f,890.0,1844.0,954.0,0.5645995452853395,-0.7506799338964618,-0.7991627608666992,0.94514796699283,1,0.35406781484922917
53,53,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sa2,dr1_fecd0_dont_ae_8000.wav,AE,tcl,s,0.5,0.681875,0.181875,don't,,ask,True,fecd0,f,994.0,1968.0,974.0,1.5880131001380682,-0.2806560577601543,-0.7365855789391274,1.2400478780294302,1,0.4645421223083841
54,54,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sa2,dr1_fecd0_carry_eh_19350.wav,eh,k,r,1.209375,1.2584375,0.0490625,carry,to,an,False,fecd0,f,704.0,1820.0,1116.0,-1.2657362355089636,-0.8416522970196181,-0.2922875872533672,-1.4153008971941892,0,-0.5301947562962928
55,55,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sa2,dr1_fecd0_rag_ae_32173.wav,AE,r,gcl,2.0108125,2.1375,0.1266875,rag,oily,like,False,fecd0,f,910.0,1995.0,1085.0,0.7614098442954796,-0.1783121492466035,-0.3892822192411035,0.1366723634306285,1,0.05119969228112346
56,56,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sa2,dr1_fecd0_that_ae_40280.wav,AE,dh,tcl,2.5175,2.7575,0.2399999999999997,that,like,,False,fecd0,f,945.0,1726.0,781.0,1.105827867563225,-1.19796071925198,-1.340455384540196,2.402153459656704,1,0.8998857915330175
57,57,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si1418,dr1_fecd0_tend_eh_30040.wav,eh,t,n,1.8775,1.9625,0.0849999999999999,tend,predispositions,to,False,fecd0,f,880.0,1815.0,935.0,0.4661943957802694,-0.8606048726702756,-0.8586110836978925,-0.6967947580160342,0,-0.26103065973267464
58,58,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si1418,dr1_fecd0_and_eh_53478.wav,eh,q,n,3.342375,3.4279375,0.0855624999999999,and,,in,False,fecd0,f,759.0,2384.0,1625.0,-0.7245079132310783,1.2961982363745546,1.3003016928033369,-0.6855485749680278,0,-0.2568176564821135
59,59,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si1418,dr1_fecd0_well_eh_75860.wav,eh,w,l,4.74125,4.832,0.0907499999999998,well,,,False,fecd0,f,831.0,1670.0,839.0,-0.0159908367945738,-1.4102295665393447,-1.1589815569502375,-0.5818337757475308,0,-0.2179644042824963
60,60,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si2048,dr1_fecd0_the_eh_2712.wav,eh,dh,kcl,0.1695,0.2304375,0.0609374999999999,the,,kid,False,fecd0,f,657.0,2227.0,1570.0,-1.728240438182793,0.7010873609439072,1.1282144425025142,-1.177881477291843,0,-0.4412535765622279
61,61,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si2048,dr1_fecd0_has_ae_12080.wav,AE,hv,s,0.755,0.920625,0.165625,has,kid,no,False,fecd0,f,824.0,2102.0,1278.0,-0.0848744414481229,0.2272729696774682,0.2145875863599649,0.9151581455314818,1,0.3428331395144002
62,62,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si2048,dr1_fecd0_manners_ae_21932.wav,AE,m,n,1.37075,1.5116875,0.1409375000000001,manners,no,boys,False,fecd0,f,658.0,2619.0,1961.0,-1.718399923232286,2.18696929195546,2.351598349186544,0.4215756673134471,1,0.1579291079620025
63,63,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si788,dr1_fecd0_we_eh_11247.wav,eh,iy,v,0.7029375,0.74625,0.0433124999999999,we,,have,True,fecd0,f,767.0,2014.0,1247.0,-0.6457837936270223,-0.1062923617741047,0.1175929543722285,-1.5302618794626948,0,-0.573261011746472
64,64,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si788,dr1_fecd0_amateur_ae_20710.wav,AE,q,m,1.294375,1.4046875,0.1103125,amateur,become,,False,fecd0,f,774.0,2435.0,1661.0,-0.5769001889734733,1.4895145080112615,1.4129406202729662,-0.1907165208557664,1,-0.0714455134574298
65,65,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si788,dr1_fecd0_insurance_eh_36537.wav,eh,s,kcl,2.2835625,2.3596875,0.0761250000000002,insurance,,experts,True,fecd0,f,777.0,2084.0,1307.0,-0.5473786441219523,0.159043697335101,0.3053245001549441,-0.874234534995678,0,-0.32750248879707944
66,66,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si788,dr1_fecd0_and_eh_52120.wav,eh,pau,n,3.2575,3.324875,0.0673750000000001,and,,fine,True,fecd0,f,718.0,1981.0,1263.0,-1.1279690262018656,-0.2313793610684446,0.167654699914286,-1.049175160186882,0,-0.3930380949169172
67,67,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/si788,dr1_fecd0_feathered_eh_62280.wav,eh,f,dh,3.8925,3.9955,0.1029999999999997,feathered,fine,yard,False,fecd0,f,832.0,1909.0,1077.0,-0.0061503218440668,-0.5042964504379135,-0.4143130920121323,-0.3369169004798489,0,-0.12621455571472467
68,68,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sx158,dr1_fecd0_outcast_ae_30997.wav,AE,ey,s,1.9373125,2.06,0.1226875,outcast,social,,False,fecd0,f,893.0,1800.0,907.0,0.5941210901368605,-0.9174625996222484,-0.9462191383964932,0.0566995062003642,1,0.02124055805491202
69,69,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sx428,dr1_fecd0_crab_ae_7906.wav,AE,r,bcl,0.494125,0.647125,0.1529999999999999,crab,a,challenged,False,fecd0,f,950.0,2148.0,1198.0,1.1550304423157598,0.4016366656635178,-0.0357211413503225,0.662743814898459,1,0.24827462211291992
70,70,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sx428,dr1_fecd0_challenged_ae_13360.wav,AE,ch,l,0.835,0.9816875,0.1466875,challenged,crab,me,False,fecd0,f,935.0,2181.0,1246.0,1.0074227180581548,0.5267236649578577,0.1144640952758499,0.5365366495819505,1,0.20099536341218086
71,71,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sx428,dr1_fecd0_stab_ae_40480.wav,AE,t,bcl,2.53,2.7225,0.1925000000000003,stab,quick,vanquished,False,fecd0,f,900.0,2178.0,1278.0,0.6630046947904096,0.5153521195674632,0.2145875863599649,1.4524757800473265,1,0.5441210725967608
72,72,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sx428,dr1_fecd0_vanquished_ae_45428.wav,AE,v,ng,2.83925,2.979125,0.1398749999999999,vanquished,stab,him,False,fecd0,f,716.0,2557.0,1841.0,-1.1476500561028795,1.951957353887306,1.9761352576211129,0.4003328771116544,1,0.14997121293316368
73,73,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sx68,dr1_fecd0_status_ae_17150.wav,AE,t,dx,1.071875,1.2325,0.160625,status,your,to,False,fecd0,f,1016.0,2027.0,1011.0,1.8045044290492225,-0.0570156650823951,-0.6208177923731194,0.8151920739936513,1,0.3053842217316359
74,74,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sx68,dr1_fecd0_reflect_eh_30606.wav,eh,l,kcl,1.912875,1.9925,0.0796249999999998,reflect,to,,False,fecd0,f,837.0,1861.0,1024.0,0.0430522529084681,-0.686241176684226,-0.5801426241201977,-0.8042582849192045,0,-0.3012882463491473
75,75,TIMIT,timit/TIMIT_ORIG/train/dr1/fecd0/sx68,dr1_fecd0_wealth_eh_38700.wav,eh,w,l,2.41875,2.5065,0.0877499999999997,wealth,,,False,fecd0,f,816.0,1664.0,848.0,-0.163598561052179,-1.4329726573201338,-1.13082182508283,-0.6418134186702313,0,-0.24043375495215574
76,76,TIMIT,timit/TIMIT_ORIG/train/dr1/fetb0/sa1,dr1_fetb0_had_ae_7160.wav,AE,hv,dcl,0.4475,0.5775,0.13,had,she,your,False,fetb0,f,894.0,2048.0,1154.0,0.9414228238846212,0.806351754011373,0.4184719921670576,-0.0800439705456943,1,-0.029985774431851516
77,77,TIMIT,timit/TIMIT_ORIG/train/dr1/fetb0/sa2,dr1_fetb0_dont_ae_5080.wav,AE,n,s,0.3175,0.4875,0.1699999999999999,don't,,ask,True,fetb0,f,878.0,1737.0,859.0,0.7572019547503642,-0.5440384022946544,-0.7692116754717612,0.6859000923717683,1,0.2569493406240367
78,78,TIMIT,timit/TIMIT_ORIG/train/dr1/fetb0/sa2,dr1_fetb0_carry_ae_16626.wav,AE,k,r,1.039125,1.1879375,0.1488125,carry,to,an,False,fetb0,f,821.0,2022.0,1201.0,0.1009151084595743,0.6934574001079753,0.6076961697230728,0.2801890965451751,1,0.104963396867871
79,79,TIMIT,timit/TIMIT_ORIG/train/dr1/fetb0/sa2,dr1_fetb0_rag_ae_29409.wav,AE,r,gcl,1.8380625,2.0286875,0.1906250000000002,rag,oily,like,False,fetb0,f,838.0,1600.0,762.0,0.2966497819147222,-1.1389048055548658,-1.1597381695767288,1.0808399998135907,1,0.40490025932473117
80,80,TIMIT,timit/TIMIT_ORIG/train/dr1/fetb0/sa2,dr1_fetb0_that_ae_37723.wav,AE,dh,tcl,2.3576875,2.5875,0.2298124999999999,that,like,,False,fetb0,f,889.0,1942.0,1053.0,0.8838538022801657,0.3460901573282898,0.0118413127381738,1.831225823953037,1,0.6860070048560446
81,81,TIMIT,timit/TIMIT_ORIG/train/dr1/fetb0/si518,dr1_fetb0_helping_eh_31480.wav,eh,hv,l,1.9675,2.034125,0.0666249999999999,helping,are,boost,False,fetb0,f,821.0,1392.0,571.0,0.1009151084595743,-2.042059636782048,-1.9287130187937267,-1.2935865952305512,0,-0.4845985973485251
